NUMBER,NAME,LOCATION,STATUS,LATX,LONGX,ELEV,TYPE,YEAR,PLACE
1000-07=,Lumut Balai  Bukit,Indonesia,Fumarolic,-4.216666667,103.6166667,2055,Stratovolcano,unknown,Sumatra
1000-082,Lunayyir  Harrat,Arabia,Historical,25.16666667,37.75,1370,Volcano field,1000,Arabia-W
1000-083,Lurus,Indonesia,Holocene,-7.733333333,113.5833333,539,Complex volcano,unknown,Java
1000-084,Lvinaya Past,Russia,Radiocarbon,44.60833333,146.9938889,528,Stratovolcano,-7450,Kuril is
1000-087,Ma Alalta,Ethiopia,Holocene,13.01666667,40.2,1815,Stratovolcano,unknown,Ethiopia
1000-08=,Maca,Chile,Radiocarbon,-45.1,-73.16666667,2960,Stratovolcano,-410,Chile-S
1000-09=,Macauley island,New Zealand,Radiocarbon,-30.2,-178.4666667,238,Caldera,-4360,Kermadec is
1000-10=,Macdonald,Pacific Ocean,Historical,-28.98333333,-140.25,-39,Submarine volcano,1989,Austral is-C Pacific
1000-11=,Machin,Colombia,Radiocarbon,4.483333333,-75.39166667,2650,Stratovolcano,1180,Colombia
1000-121,Madeira,Portugal,Radiocarbon,32.73333333,-16.96666667,1862,Shield volcano,-4500,Azores
1000-122,Maderas,Nicaragua,Holocene,11.44555556,-85.515,1394,Stratovolcano,unknown,Nicaragua
1000-123,Madilogo,New Guinea,Holocene,-9.2,147.5666667,850,Pyroclastic cone,unknown,New Guinea
1000-124,Mageik,Alaska,Radiocarbon,58.19472222,-155.2527778,2165,Stratovolcano,-500,Alaska Peninsula
1000-125,Mahagnao,Philippines,Fumarolic,10.89583333,125.8666667,860,Stratovolcano,unknown,Philippines-C
1000-12=,Mahawu,Indonesia,Historical,1.358333333,124.8583333,1324,Stratovolcano,1977,Sulawesi-indonesia
1000-13=,Maipo,Chile,Historical,-34.16055556,-69.83277778,5264,Caldera,1912,Chile-C
1000-14=,Makaturing,Philippines,Historical,7.646666667,124.3166667,1940,Stratovolcano,1882,Mindanao-Philippines
1000-15=,Makian,Indonesia,Historical,0.316666667,127.4,1357,Stratovolcano,1988,Halmahera-indonesia
1000-16-,Makushin,Aleutian Islands,Historical,53.89083333,-166.9227778,1800,Stratovolcano,1995,Aleutian is
1000-17=,Malabar,Indonesia,Holocene,-7.133333333,107.65,2343,Stratovolcano,unknown,Java
1000-18=,Malang Plain,Indonesia,Holocene,-8.016666667,112.6833333,680,Maar,unknown,Java
1000-19=,Malinche  La,Mexico,Radiocarbon,19.23083333,-98.03194444,4461,Stratovolcano,-1170,Mexico
1000-201,Malindang,Philippines,Holocene,8.216666667,123.6333333,2404,Stratovolcano,unknown,Mindanao-Philippines
1000-20=,Malindig,Philippines,Hot Springs,13.24,122.0183333,1157,Stratovolcano,unknown,Luzon-Philippines
1000-21=,Malintang,Indonesia,Holocene,0.466666667,99.66666667,1983,Stratovolcano,unknown,Sumatra
1000-221,Mallahle,Ethiopia,Holocene,13.26666667,41.65,1875,Stratovolcano,unknown,Ethiopia
1000-22=,Maly Payalpan,Russia,Holocene,55.81666667,157.9833333,1802,Shield volcano,unknown,Kamchatka
1000-23=,Maly Semiachik,Russia,Historical,54.13333333,159.6666667,1560,Caldera,1952,Kamchatka
1000-241,Mammoth Mountain,United States,Radiocarbon,37.63055556,-119.0316667,3369,Lava dome,1260,US-California
1000-242,Managlase Plateau,New Guinea,Anthropology,-9.083333333,148.3333333,1342,Volcano field,unknown,New Guinea
1000-24=,Manam,Papua New Guinea,Historical,-4.08,145.0372222,1807,Stratovolcano,2011,New Guinea-NE of
1000-251,Manda Gargori,Ethiopia,Anthropology,11.75,41.48333333,,Fissure vent,unknown,Ethiopia
1000-25=,Manda Hararo,Ethiopia,Historical,12.16666667,40.81666667,600,Shield volcano,2009,Ethiopia
1000-261,Manda-inakir,Ethiopia,Historical,12.38333333,42.2,600,Fissure vent,1928,Ethiopia
1000-26=,Mandalagan,Philippines,Fumarolic,10.65,123.25,1885,Complex volcano,unknown,Philippines-C
1000-271,Manengouba,Africa,Holocene,5.033333333,9.833333333,2411,Stratovolcano,unknown,Africa-W
1000-272,Manuk,Indonesia,Fumarolic,-5.533333333,130.2916667,282,Stratovolcano,unknown,Banda Sea
1000-273,Manzaz Volcano Field,Africa,Holocene,23.91666667,5.833333333,1672,Scoria cones,unknown,Africa-N
1000-27=,Marapi,Indonesia,Historical,-0.380555556,100.4733333,2891,Complex volcano,2011,Sumatra
1000-28=,Marchena,Galapagos,Historical,0.333333333,-90.46666667,343,Shield volcano,1991,Galapagos
1000-29-,Mare,Indonesia,Holocene,0.566666667,127.4,308,Stratovolcano,unknown,Halmahera-indonesia
1000-30-,Marha  Jabal el-,Arabia,Holocene,15.245,44.23638889,2506,Tuff cone,unknown,Arabia-S
1000-31-,Mariñaqui  Laguna,Chile,Holocene,-38.26666667,-71.1,2143,Cinder cone,unknown,Chile-C
1000-32-,Marion island,Indian Ocean,Historical,-46.9,37.75,1230,Shield volcano,2004,Indian O.-S
1000-33-,Mariveles,Philippines,Radiocarbon,14.51666667,120.4666667,1388,Stratovolcano,-2050,Luzon-Philippines
1000-34-,Markagunt Plateau,United States,Dendrochronology,37.58333333,-112.6666667,2840,Volcano field,1050,US-Utah
1000-35-,Maroa,New Zealand,Tephrochronology,-38.41666667,176.0833333,1156,Caldera,-180,New Zealand
1000-36-,Marra  Jebel,Africa,Radiocarbon,12.95,24.26666667,3042,Volcano field,-2000,Africa-N
1000-37-,Marsabit,Africa,Holocene,2.316666667,37.96666667,1707,Shield volcano,unknown,Africa-E
1000-38-,Martin,Alaska,Historical,58.17222222,-155.3611111,1863,Stratovolcano,1953,Alaska Peninsula
1000-39-,Masaraga,Philippines,Holocene,13.31666667,123.6,1328,Stratovolcano,unknown,Luzon-Philippines
1000-40-,Masaya,Nicaragua,Historical,11.98416667,-86.16083333,635,Caldera,2008,Nicaragua
1000-41-,Mascota Volcano Field,Mexico,Holocene,20.61666667,-104.8333333,2560,Cinder cone,unknown,Mexico
1000-42-,Mashkovtsev,Russia,Holocene,51.1,156.7166667,503,Stratovolcano,unknown,Kamchatka
1000-44-,Mashu,Japan,Radiocarbon,43.56972222,144.5652778,855,Caldera,1080,Hokkaido-Japan
1000-45-,Mat Ala,Ethiopia,Holocene,13.1,41.15,523,Shield volcano,unknown,Ethiopia
1000-46-,Matthew island,Pacific Ocean,Historical,-22.33333333,171.3166667,177,Stratovolcano,1956,SW Pacific
1000-47-,Matutum,Philippines,Radiocarbon,6.366666667,125.0666667,2286,Stratovolcano,1290,Mindanao-Philippines
1000-48-,Maug islands,Pacific Ocean,Fumarolic,20.01666667,145.2166667,227,Stratovolcano,unknown,Mariana is-C Pacific
1000-49-,Maule  Laguna del,Chile,Holocene,-36.01666667,-70.58333333,3092,Caldera,unknown,Chile-C
1000-50-,Mauna Kea,Hawaii,Radiocarbon,19.81666667,-155.4666667,4205,Shield volcano,-2460,Hawaiian is
1000-51-,Mauna Loa,Hawaii,Historical,19.475,-155.6083333,4170,Shield volcano,1984,Hawaiian is
1000-511,Mayon,Philippines,Historical,13.25666667,123.685,2462,Stratovolcano,2010,Luzon-Philippines
1000-512,Mayor island,New Zealand,Radiocarbon,-37.28333333,176.25,355,Shield volcano,-5060,New Zealand
1000-52-,May-ya-moto,Africa,Fumarolic,-0.933333333,29.33333333,950,Fumarole field,unknown,Africa-C
1000-53-,McDonald islands,Indian Ocean,Historical,-53.03333333,72.6,230,Complex volcano,2005,Indian O.-S
1000-54-,Meager,Canada,Radiocarbon,50.63333333,-123.5,2680,Complex volcano,-410,Canada
1000-55-,Medicine Lake,United States,Radiocarbon,41.61111111,-121.5536111,2412,Shield volcano,1080,US-California
1000-551,Medvezhia,Russia,Historical,45.38666667,148.8425,1125,Somma volcano,1999,Kuril is
1000-552,Mega Basalt Field,Ethiopia,Holocene,4.083333333,37.41666667,1067,Pyroclastic cone,unknown,Ethiopia
1000-56-,Megata,Japan,Tephrochronology,39.95,139.7333333,291,Maar,-2050,Honshu-Japan
1000-57-,Mehetia,Pacific Ocean,Anthropology,-17.86666667,-148.0666667,435,Stratovolcano,unknown,Society is-C Pacific
1000-58-,Meidob Volcano Field,Africa,Holocene,15.31666667,26.46666667,2000,Scoria cones,-2950,Africa-N
1000-59-,Melbourne,Antarctica,Tephrochronology,-74.35,164.7,2732,Stratovolcano,1750,Antarctica
1000-60-,Melimoyu,Chile,Radiocarbon,-44.08333333,-72.88333333,2400,Stratovolcano,-200,Chile-S
1000-61-,Mendeleev,Russia,Historical,43.97638889,145.7361111,888,Stratovolcano,1880,Kuril is
1000-62-,Menengai,Africa,Tephrochronology,-0.2,36.06666667,2278,Shield volcano,-6050,Africa-E
1000-63-,Mentolat,Chile,Historical,-44.7,-73.08333333,1660,Stratovolcano,1710,Chile-S
1000-64-,Merapi,Indonesia,Historical,-7.541666667,110.4416667,2968,Stratovolcano,2011,Java
1000-65-,Merbabu,Indonesia,Historical,-7.45,110.4333333,3145,Stratovolcano,1797,Java
1000-66-,Mere Lava,Pacific Ocean,Holocene,-14.45,168.05,1028,Stratovolcano,unknown,Vanuatu-SW Pacific
1000-67-,Meru,Africa,Historical,-3.25,36.75,4565,Stratovolcano,1910,Africa-E
1000-671,Methana,Greece,Historical,37.61527778,23.33555556,760,Lava dome,-258,Greece
1000-68-,Metis Shoal,Pacific Ocean,Historical,-19.18333333,-174.8666667,43,Submarine volcano,1995,Tonga-SW Pacific
1000-69-,Mezhdusopochny,Russia,Holocene,57.46666667,160.25,1641,Shield volcano,unknown,Kamchatka
1000-70-,Michael,Antarctica,Historical,-57.78333333,-26.45,990,Stratovolcano,2006,Antarctica
1000-71-,Michoacan-Guanajuato,Mexico,Historical,19.85,-101.75,3860,Cinder cone,1952,Mexico
1000-72-,Middle Gobi,Mongolia,Holocene,45.28333333,106.7,1120,Cinder cone,unknown,Mongolia
1002-01-,Mikura-jima,Japan,Tephrochronology,33.87111111,139.605,851,Stratovolcano,-4100,izu is-Japan
1002-03-,Milbanke Sound Group,Canada,Holocene,52.5,-128.7333333,335,Cinder cone,unknown,Canada
1002-04-,Milne,Russia,Holocene,46.81666667,151.7833333,1540,Somma volcano,unknown,Kuril is
1002-05-,Milos,Greece,Radiocarbon,36.69861111,24.43888889,751,Stratovolcano,unknown,Greece
1002-06-,Minami Kasuga,Japan,Holocene,21.6,143.6366667,-274,Submarine volcano,unknown,Japan
1002-07-,Minami-Hiyoshi,Japan,Historical,23.49666667,141.94,-30,Submarine volcano,1975,Japan
1003-01-,Minchinmavida,Chile,Historical,-42.79305556,-72.43861111,2404,Stratovolcano,1835,Chile-S
1003-02-,Miñiques,Chile,Holocene,-23.81666667,-67.76666667,5910,Stratovolcano,unknown,Chile-N
1003-03-,Miravalles,Costa Rica,Historical,10.74833333,-85.15277778,2028,Stratovolcano,-5050,Costa Rica
1003-04-,Misti  El,Peru,Historical,-16.29444444,-71.40888889,5822,Stratovolcano,1985,Peru
1003-05-,Miyake-jima,Japan,Historical,34.07861111,139.5294444,815,Stratovolcano,2010,izu is-Japan
1004-01-,Mocho-Choshuenco,Chile,Historical,-39.9275,-72.02694444,2422,Stratovolcano,1937,Chile-C
1004-02-,Moffett,Aleutian Islands,Radiocarbon,51.94388889,-176.7466667,1196,Stratovolcano,-1600,Aleutian is
1004-03-,Mojanda,Ecuador,Holocene,0.133333333,-78.26666667,4263,Stratovolcano,unknown,Ecuador
1005-01-,Mokuyo Seamount,Japan,Fumarolic,28.31666667,140.5666667,-920,Submarine volcano,unknown,izu is-Japan
1005-011,Mombacho,Nicaragua,Holocene,11.82611111,-85.9675,1344,Stratovolcano,unknown,Nicaragua
1005-02-,Momotombo,Nicaragua,Historical,12.4225,-86.54,1297,Stratovolcano,1905,Nicaragua
1005-03-,Monaco Bank,Portugal,Historical,37.6,-25.88333333,-197,Submarine volcano,1911,Azores
1005-04-,Mono Craters,United States,Radiocarbon,37.88333333,-119,2796,Lava dome,1350,US-California
1005-05-,Mono Lake Volcano Field,United States,Tephrochronology,38,-119.0333333,2121,Cinder cone,1790,US-California
1005-06-,Monowai Seamount,New Zealand,Historical,-25.8875,-177.1880556,-132,Submarine volcano,2008,Kermadec is
1006-02-,Montagu island,Antarctica,Historical,-58.41666667,-26.33333333,1370,Shield volcano,2007,Antarctica
1006-03-,Morning  Mt.,Antarctica,Holocene,-78.5,163.5333333,2723,Shield volcano,unknown,Antarctica
1006-04-,Moti,Indonesia,Holocene,0.45,127.4,950,Stratovolcano,unknown,Halmahera-indonesia
1101-01-,Motlav,Pacific Ocean,Holocene,-13.66666667,167.6666667,411,Stratovolcano,unknown,Vanuatu-SW Pacific
1101-02-,Moua Pihaa,Pacific Ocean,Seismicity,-18.31666667,-148.6666667,-160,Submarine volcano,1970,Society is-C Pacific
1101-03-,Mousa Alli,Ethiopia,Holocene,12.46666667,42.4,2028,Stratovolcano,unknown,Ethiopia
1101-04-,Moyuta,Guatemala,Hot Springs,14.03333333,-90.1,1662,Stratovolcano,unknown,Guatemala
1101-05-,Muhavura,Africa,Holocene,-1.383333333,29.66666667,4127,Stratovolcano,unknown,Africa-C
1101-06-,Mundua,Papua New Guinea,Holocene,-4.633333333,149.35,179,Complex volcano,unknown,New Britain-SW Pac
1101-07-,Muria,Indonesia,Holocene,-6.616666667,110.8833333,1625,Stratovolcano,-160,Java
1101-08-,Musa River,New Guinea,Hot Springs,-9.308333333,148.1333333,808,Hydrothermal field,unknown,New Guinea
1101-09-,Musuan,Philippines,Historical,7.876666667,125.0683333,646,Lava dome,1886,Mindanao-Philippines
1101-10-,Mutnovsky,Russia,Historical,52.45333333,158.195,2322,Complex volcano,2000,Kamchatka
1101-11-,Myojin Knoll,Japan,Holocene,32.1,139.85,360,Submarine volcano,unknown,izu is-Japan
1101-111,Myoko,Japan,Radiocarbon,36.88833333,138.1166667,2446,Stratovolcano,-750,Honshu-Japan
1101-12-,Nabro,Ethiopia,Holocene,13.36666667,41.7,2218,Stratovolcano,2011,Ethiopia
1101-13-,Nabukelevu,Pacific Ocean,Radiocarbon,-19.11666667,177.9833333,805,Lava dome,1660,Fiji is-SW Pacific
1101-14-,Nakano-shima,Japan,Historical,29.85555556,129.8591667,979,Stratovolcano,1914,Ryukyu is
1101-15-,Namarunu,Africa,Tephrochronology,1.983333333,36.43333333,817,Shield volcano,-6550,Africa-E
1101-16-,Nantai,Japan,Radiocarbon,36.76194444,139.4941667,2486,Stratovolcano,unknown,Honshu-Japan
1101-161,Naolinco Volcano Field,Mexico,Radiocarbon,19.66666667,-96.75,2000,Pyroclastic cone,-1200,Mexico
1101-18-,Narcondum,Andaman Islands,Holocene,13.43333333,94.28333333,710,Stratovolcano,unknown,Andaman is-Indian O
1101-19-,Narugo,Japan,Historical,38.73305556,140.7316667,470,Caldera,-837,Honshu-Japan
1101-20-,Nasu,Japan,Historical,37.12166667,139.9661111,1915,Stratovolcano,1963,Honshu-Japan
1101-21-,Natib,Philippines,Holocene,14.71666667,120.4,1253,Stratovolcano,unknown,Luzon-Philippines
1101-22-,Nazko,Canada,Radiocarbon,52.9,-123.7333333,1230,Cinder cone,-5220,Canada
1101-23-,Ndete Napu,Indonesia,Fumarolic,-8.716666667,121.7833333,750,Fumarole field,unknown,Lesser Sunda Islands
1101-24-,Negra  Sierra,Galapagos,Historical,-0.833333333,-91.16666667,1124,Shield volcano,2005,Galapagos
1101-241,Negrillar  El,Chile,Holocene,-24.18333333,-68.25,3500,Pyroclastic cone,unknown,Chile-N
1101-25-,Negrillar  La,Chile,Holocene,-24.28333333,-68.6,4109,Pyroclastic cone,unknown,Chile-N
1101-26-,Negro de Mayasquer  Cerro,Colombia,Holocene,0.8275,-77.96444444,4445,Stratovolcano,1936,Colombia
1101-27-,Negro  Cerro,Nicaragua,Historical,12.50611111,-86.70194444,728,Cinder cone,1999,Nicaragua
1101-28-,Nejapa-Miraflores,Nicaragua,Tephrochronology,12.11666667,-86.31666667,360,Fissure vent,1060,Nicaragua
1101-29-,Nemo Peak,Russia,Historical,49.56666667,154.8083333,1018,Caldera,1938,Kuril is
1101-30-,Nemrut Dagi,Turkey,Historical,38.65,42.23333333,2948,Stratovolcano,1650,Turkey
1101-31-,Nevada  Sierra,Chile,Holocene,-26.48333333,-68.58333333,6127,Complex volcano,unknown,Chile-N
1101-32-,Nevis Peak,British West Indies,Holocene,17.15,-62.58333333,985,Stratovolcano,unknown,British West Indies
1101-34-,Newberry,United States,Radiocarbon,43.72222222,-121.2288889,2434,Shield volcano,-690,US-Oregon
1101-35-,Newer Volcanos Prov,Australia,Radiocarbon,-37.76666667,142.5,1011,Shield volcano,-2900,Australia
